,News,News tok,True label,Pred label
158,"MDRyT – SENASAG Tarija . Gilberto Alvarado Departmental Responsible for Food Safety of SENASAG in Tarija reported that in coordination with the National Customs and the Army boxes of fish of Argentine origin equivalent to two tons without Sanitary Registration at the San Antonio de Villamontes Control Post.The technical team of SENASAG at the head of the departmental chief in Tarija appeared unexpectedly at the ""San Antonio"" Checkpoint where the respective control was carried out on vehicles trucks and buses that travel along that route to the city of Santa Cruz and Yacuiba; where contraband products were identified in addition to fish sábalo camouflaged in luggage that did not comply with sanitary regulations.“During the control operation we managed to retain a bus that was transporting among the luggage boxes of fish in poor condition with other types of products such as bleach and detergents that due to transport shocks can generate spills and add chemical contamination putting risk safety and attacking the public health of the final consumer ""explained Alvarado.The health authority announced that the fish meat did not have supporting documentation so it was confiscated and subsequently destroyed by sanitary burial because it is a perishable product that must be kept at refrigeration temperatures to stop the action of contaminants that may affect its quality.","[['MDRyT', 'SENASAG', 'Tarija'], ['Gilberto', 'Alvarado', 'Departmental', 'Responsible', 'for', 'Food', 'Safety', 'SENASAG', 'Tarija', 'reported', 'that', 'coordination', 'with', 'the', 'National', 'Customs', 'and', 'the', 'Army', 'boxes', 'fish', 'Argentine', 'origin', 'equivalent', 'two', 'tons', 'without', 'Sanitary', 'Registration', 'the', 'San', 'Antonio', 'Villamontes', 'Control', 'Post.The', 'technical', 'team', 'SENASAG', 'the', 'head', 'the', 'departmental', 'chief', 'Tarija', 'appeared', 'unexpectedly', 'the', '""San', 'Antonio""', 'Checkpoint', 'where', 'the', 'respective', 'control', 'was', 'carried', 'out', 'vehicles', 'trucks', 'and', 'buses', 'that', 'travel', 'along', 'that', 'route', 'the', 'city', 'Santa', 'Cruz', 'and', 'Yacuiba;', 'where', 'contraband', 'products', 'were', 'identified', 'addition', 'fish', 'sábalo', 'camouflaged', 'luggage', 'that', 'did', 'not', 'comply', 'with', 'sanitary', 'regulations.“During', 'the', 'control', 'operation', 'managed', 'retain', 'bus', 'that', 'was', 'transporting', 'among', 'the', 'luggage', 'boxes', 'fish', 'poor', 'condition', 'with', 'other', 'types', 'products', 'such', 'bleach', 'and', 'detergents', 'that', 'due', 'transport', 'shocks', 'can', 'generate', 'spills', 'and', 'add', 'chemical', 'contamination', 'putting', 'risk', 'safety', 'and', 'attacking', 'the', 'public', 'health', 'the', 'final', 'consumer', '""explained', 'Alvarado.The', 'health', 'authority', 'announced', 'that', 'the', 'fish', 'meat', 'did', 'not', 'have', 'supporting', 'documentation', 'was', 'confiscated', 'and', 'subsequently', 'destroyed', 'sanitary', 'burial', 'because', 'perishable', 'product', 'that', 'must', 'kept', 'refrigeration', 'temperatures', 'stop', 'the', 'action', 'contaminants', 'that', 'may', 'affect', 'its', 'quality.']]",1,0
159,Top terms meat species determination chicken sichuan province dna pcrOriginal Source: HindustanTimes,"[['Top', 'terms', 'meat', 'species', 'determination', 'chicken', 'sichuan', 'province', 'dna', 'pcrOriginal', 'Source:', 'HindustanTimes']]",1,0
160,PESHAWAR UrduPoint / Pakistan Point News th Nov :The food Safety Authority on Tuesday took action against adulteration mafia and sealed two bakeries for selling tainted products in various parts of the city. According to the authority an inspection team of its official concerned paid.......Original Source: foodauthenticity,"[['PESHAWAR', 'UrduPoint', 'Pakistan', 'Point', 'News', 'Nov', ':The', 'food', 'Safety', 'Authority', 'Tuesday', 'took', 'action', 'against', 'adulteration', 'mafia', 'and', 'sealed', 'two', 'bakeries', 'for', 'selling', 'tainted', 'products', 'various', 'parts', 'the', 'city.'], ['According', 'the', 'authority', 'inspection', 'team', 'its', 'official', 'concerned', 'paid.......Original', 'Source:', 'foodauthenticity']]",1,0
161,Top terms olive oil sales in china study finds china fails quality centOriginal Source: openpr,"[['Top', 'terms', 'olive', 'oil', 'sales', 'china', 'study', 'finds', 'china', 'fails', 'quality', 'centOriginal', 'Source:', 'openpr']]",1,0
162,Rebecca Shearer lifts the lid on the global problem of fraudulent honey making and hears how a new initiative aims to give consumers confidence in the products they’re buying. Honey may not have leapt out to you as a candidate for global crime but next to Scotch whisky it is one of the foods most at risk from fraudulent practices....Original Source: biorxiv,"[['Rebecca', 'Shearer', 'lifts', 'the', 'lid', 'the', 'global', 'problem', 'fraudulent', 'honey', 'making', 'and', 'hears', 'how', 'new', 'initiative', 'aims', 'give', 'consumers', 'confidence', 'the', 'products', 'they’re', 'buying.'], ['Honey', 'may', 'not', 'have', 'leapt', 'out', 'you', 'candidate', 'for', 'global', 'crime', 'but', 'next', 'Scotch', 'whisky', 'one', 'the', 'foods', 'most', 'risk', 'from', 'fraudulent', 'practices....Original', 'Source:', 'biorxiv']]",1,0
163,Morena: The Madhya Pradesh police's special task force has seized chemicals worth Rs lakh allegedly used in preparing synthetic milk from Ambah area of Morena district an official said on Friday. The police on Thursday night recovered bottles of shampoo caustic soda and sacks of detergent from.......Original Source: thedailystarBD,"[['Morena:', 'The', 'Madhya', 'Pradesh', ""police's"", 'special', 'task', 'force', 'has', 'seized', 'chemicals', 'worth', 'lakh', 'allegedly', 'used', 'preparing', 'synthetic', 'milk', 'from', 'Ambah', 'area', 'Morena', 'district', 'official', 'said', 'Friday.'], ['The', 'police', 'Thursday', 'night', 'recovered', 'bottles', 'shampoo', 'caustic', 'soda', 'and', 'sacks', 'detergent', 'from.......Original', 'Source:', 'thedailystarBD']]",1,0
164,With the desire to bring healthy food options that are free from adulteration and to improve the quality of the air in our ecosystem OMKITCHEN has recently made a committed to grow its own organic vegetables in its organic garden. The rapid growth of injecting chemicals into the roots of trees has.......Original Source: openpr,"[['With', 'the', 'desire', 'bring', 'healthy', 'food', 'options', 'that', 'are', 'free', 'from', 'adulteration', 'and', 'improve', 'the', 'quality', 'the', 'air', 'our', 'ecosystem', 'OMKITCHEN', 'has', 'recently', 'made', 'committed', 'grow', 'its', 'own', 'organic', 'vegetables', 'its', 'organic', 'garden.'], ['The', 'rapid', 'growth', 'injecting', 'chemicals', 'into', 'the', 'roots', 'trees', 'has.......Original', 'Source:', 'openpr']]",1,0
165,America News Hour Kenneth Research has added a report on Aloe Vera Extracts Market that involves the analysis of the product demand ongoing industry trends and innovations in the market on the basis of various factors and by using different analytical tools for the forecast period that.......Original Source: menafn,"[['America', 'News', 'Hour', 'Kenneth', 'Research', 'has', 'added', 'report', 'Aloe', 'Vera', 'Extracts', 'Market', 'that', 'involves', 'the', 'analysis', 'the', 'product', 'demand', 'ongoing', 'industry', 'trends', 'and', 'innovations', 'the', 'market', 'the', 'basis', 'various', 'factors', 'and', 'using', 'different', 'analytical', 'tools', 'for', 'the', 'forecast', 'period', 'that.......Original', 'Source:', 'menafn']]",1,0
166,The economic motivation for adulteration and mislabeling of origin is significant as edible bird’s nest EBN rank amongst the world’s most expensive animal products for food and traditional medicinal uses. The aim of this study is to determine the geographical origin of Malaysian Edible Bird’s Nest.......Original Source: apc,"[['The', 'economic', 'motivation', 'for', 'adulteration', 'and', 'mislabeling', 'origin', 'significant', 'edible', 'bird’s', 'nest', 'EBN', 'rank', 'amongst', 'the', 'world’s', 'most', 'expensive', 'animal', 'products', 'for', 'food', 'and', 'traditional', 'medicinal', 'uses.'], ['The', 'aim', 'this', 'study', 'determine', 'the', 'geographical', 'origin', 'Malaysian', 'Edible', 'Bird’s', 'Nest.......Original', 'Source:', 'apc']]",1,0
167,The High Court yesterday came down heavily on Bangladesh Food Safety Authority BFSA for not complying with its earlier order to get sub standard food items off the shelves. “Bangladesh Food Safety Authority’s activities over removing substandard food items from markets are merely eyewash ”.......Original Source: sciencedirect,"[['The', 'High', 'Court', 'yesterday', 'came', 'down', 'heavily', 'Bangladesh', 'Food', 'Safety', 'Authority', 'BFSA', 'for', 'not', 'complying', 'with', 'its', 'earlier', 'order', 'get', 'sub', 'standard', 'food', 'items', 'off', 'the', 'shelves.'], ['“Bangladesh', 'Food', 'Safety', 'Authority’s', 'activities', 'over', 'removing', 'substandard', 'food', 'items', 'from', 'markets', 'are', 'merely', 'eyewash', '”.......Original', 'Source:', 'sciencedirect']]",1,0
168,the agriculture ministry's initiative the parliament adopted the law amendment which allows the food safety of persons against criminal action. the adulteration of food and those relating to fraud illegal activities not only in the domestic.......Original Source: hirkereso,"[['the', 'agriculture', ""ministry's"", 'initiative', 'the', 'parliament', 'adopted', 'the', 'law', 'amendment', 'which', 'allows', 'the', 'food', 'safety', 'persons', 'against', 'criminal', 'action.'], ['the', 'adulteration', 'food', 'and', 'those', 'relating', 'fraud', 'illegal', 'activities', 'not', 'only', 'the', 'domestic.......Original', 'Source:', 'hirkereso']]",1,0
169,Grass – that is the timing of the lessons of the university of the third age for this week: Tuesday December at : – course monografico: fear of “different” means the figure of literary Vampiro third part – professor: Emilio cocks. : – scientific information: food adulteration –eur teacher: Mr Filippi.Original Source: undercurrentnews,"[['Grass', 'that', 'the', 'timing', 'the', 'lessons', 'the', 'university', 'the', 'third', 'age', 'for', 'this', 'week:', 'Tuesday', 'December', 'course', 'monografico:', 'fear', '“different”', 'means', 'the', 'figure', 'literary', 'Vampiro', 'third', 'part', 'professor:', 'Emilio', 'cocks.'], ['scientific', 'information:', 'food', 'adulteration', '–eur', 'teacher:', 'Filippi.Original', 'Source:', 'undercurrentnews']]",1,0
170,"New York April GLOBE NEWSWIRE Reportlinker.com announces the release of the report ""Saffron Market Size Share & Trends Analysis Report By Application By Region And Segment Forecasts "" The global saffron market size is expected to reach USD ....Original Source: thspace","[['New', 'York', 'April', 'GLOBE', 'NEWSWIRE', 'Reportlinker.com', 'announces', 'the', 'release', 'the', 'report', '""Saffron', 'Market', 'Size', 'Share', 'Trends', 'Analysis', 'Report', 'Application', 'Region', 'And', 'Segment', 'Forecasts', 'The', 'global', 'saffron', 'market', 'size', 'expected', 'reach', 'USD', '....Original', 'Source:', 'thspace']]",1,0
171,Haryana Home Minister Anil Vij quoted the number while replying to a calling attention motion on drug menace in Haryana. Haryana Home Minister Anil Vij was left embarrassed in the House Wednesday after he gave out a wrong toll free number as the one launched by the state government for information pertaining to drug smuggling....Original Source: expressindia,"[['Haryana', 'Home', 'Minister', 'Anil', 'Vij', 'quoted', 'the', 'number', 'while', 'replying', 'calling', 'attention', 'motion', 'drug', 'menace', 'Haryana.'], ['Haryana', 'Home', 'Minister', 'Anil', 'Vij', 'was', 'left', 'embarrassed', 'the', 'House', 'Wednesday', 'after', 'gave', 'out', 'wrong', 'toll', 'free', 'number', 'the', 'one', 'launched', 'the', 'state', 'government', 'for', 'information', 'pertaining', 'drug', 'smuggling....Original', 'Source:', 'expressindia']]",1,0
172,SINGAPORE July /PRNewswire/ Global eTrade Services GeTS a global trade platform company will launch blockchain based electronic Certificates of Origin eCOs in partnership with Singapore Chinese Chamber of Commerce & Industry SCCCI.Â The service will be made available on GeTS'.......Original Source: thehindu,"[['SINGAPORE', 'July', '/PRNewswire/', 'Global', 'eTrade', 'Services', 'GeTS', 'global', 'trade', 'platform', 'company', 'will', 'launch', 'blockchain', 'based', 'electronic', 'Certificates', 'Origin', 'eCOs', 'partnership', 'with', 'Singapore', 'Chinese', 'Chamber', 'Commerce', 'Industry', 'SCCCI.Â', 'The', 'service', 'will', 'made', 'available', ""GeTS'.......Original"", 'Source:', 'thehindu']]",1,0
173,LOUISVILLE Ky. Sept. /PRNewswire/ In George Garvin Brown changed the spirits industry forever when he sealed and sold his whisky – Old Forester – exclusively in a glass bottle. Each bottle was adorned with his signature a personal guarantee of the brand's quality and consistency....Original Source: organicwellnessnews,"[['LOUISVILLE', 'Ky.', 'Sept.', '/PRNewswire/', 'George', 'Garvin', 'Brown', 'changed', 'the', 'spirits', 'industry', 'forever', 'when', 'sealed', 'and', 'sold', 'his', 'whisky', 'Old', 'Forester', 'exclusively', 'glass', 'bottle.'], ['Each', 'bottle', 'was', 'adorned', 'with', 'his', 'signature', 'personal', 'guarantee', 'the', ""brand's"", 'quality', 'and', 'consistency....Original', 'Source:', 'organicwellnessnews']]",1,0
174,top terms the notice published on the official website of the development and reform commission here issued by shen yan; proofread by yang shuzhen china's development and reform commission: food quality and safety supervision methods to solicit comments improve food security traceability is strictly prohibited to chen top new reuters beijing february said that grain operators bear the main responsibility for food quality and safety. engaged in food business activities should strictly implement the laws regulations policies and relevant standards and other provisions and conscientiously implement anti food waste food conservation action and other related measures and requirements.Original Source: newindianexpress,"[['top', 'terms', 'the', 'notice', 'published', 'the', 'official', 'website', 'the', 'development', 'and', 'reform', 'commission', 'here', 'issued', 'shen', 'yan;', 'proofread', 'yang', 'shuzhen', ""china's"", 'development', 'and', 'reform', 'commission:', 'food', 'quality', 'and', 'safety', 'supervision', 'methods', 'solicit', 'comments', 'improve', 'food', 'security', 'traceability', 'strictly', 'prohibited', 'chen', 'top', 'new', 'reuters', 'beijing', 'february', 'said', 'that', 'grain', 'operators', 'bear', 'the', 'main', 'responsibility', 'for', 'food', 'quality', 'and', 'safety.'], ['engaged', 'food', 'business', 'activities', 'should', 'strictly', 'implement', 'the', 'laws', 'regulations', 'policies', 'and', 'relevant', 'standards', 'and', 'other', 'provisions', 'and', 'conscientiously', 'implement', 'anti', 'food', 'waste', 'food', 'conservation', 'action', 'and', 'other', 'related', 'measures', 'and', 'requirements.Original', 'Source:', 'newindianexpress']]",1,0
